rank,name,year,director,actors,movie_type,country,language,release_date,duration,aka,score,score_people,five_star,four_star,three_star,two_star,one_star,summary_title,summary
116,哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,2005,迈克·内威尔,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/迈克尔·刚本/玛吉·史密斯/汤姆·费尔顿/蒂莫西·斯波/罗伯特·帕丁森/梁佩诗/大卫·田纳特/马克·威廉姆斯/埃里克·赛克斯/詹姆斯·菲尔普斯/奥利弗·菲尔普斯/邦妮·怀特/克蕾曼丝·波西/加里·奥德曼/杰夫·劳勒/詹森·艾萨克/斯坦尼斯拉夫·雅涅夫斯基/罗伯特·哈迪/阿什莉·阿尔图斯/亚历克斯·帕尔墨/罗格·洛伊德-派克/希拉·艾伦/苏·艾略特/大卫·斯特恩/玛格里·梅森/马修·刘易斯/罗彼·考特拉尼/威廉姆·麦灵/大卫·布拉德利/戴文·穆雷/艾芙珊·阿扎德/沃维克·戴维斯/弗朗西斯·德·拉·图瓦/谢发丽·裘德胡里/安吉拉珂·曼蒂/艾伦·瑞克曼/普雷德拉格·吉拉 /托尔加·塞弗尔/布莱丹·格里森/阿尔弗雷德·伊诺奇/路易·多伊尔/杰米·威莱特/乔什·赫德曼/夏洛特·斯凯奇/米兰达·理查森/罗伯特·威尔福特/蒂亚娜·本杰明/亨利·劳埃德-休斯/贾维斯·考科尔/强尼·格林伍德/菲尔·塞尔维/史蒂夫·麦基/杰森·巴克尔/斯蒂夫·克雷登/雪莉·亨德森/拉尔夫·费因斯/阿德里安·劳林斯/杰拉丁·萨莫维尔/拉斯科·阿特金斯/杰克·拜格利/葛蕾·贝拉玛西娜/保罗·戴维斯/巴里·道登/娜塔莉·哈拉姆,悬疑/奇幻/冒险,英国 / 美国,英语 / 法语,2005-11-18(中国大陆),157分钟,哈利波特4：火杯的考验(港/台) / 哈4,8.8,784183,52.1%,37.6%,9.6%,0.6%,0.1%,哈利·波特与火焰杯的剧情简介,这是一个不同寻常的学期，魔法学校的盛事：三强争霸赛在霍格沃茨举行。学生们争先报名，希翼获得永恒无上的荣誉。火焰杯在选出三所学校的三名勇士后，竟将未足年龄的哈利也挑选出来。哈利（Daniel Radcliffe饰）的当选引起其他学生的嫉妒连连，就连铁哥们罗恩（Rupert Grint饰）也首次和他闹起了别扭，哈利感到孤立无援，还好有教父小天狼星和赫敏一直支持他。可总有些好事者如记者丽塔等着看他的好戏。天知道这场比赛是何等艰辛危险，在龙的眼皮下偷蛋，潜入湖底救人，在迷宫中探险……一不小心，甚至可能付出生命的代价。黑魔王伏地魔的威胁渐渐显现，每一天都险象环生，动人心弦。
117,入殓师 おくりびと,2008,泷田洋二郎,本木雅弘/广末凉子/山崎努/吉行和子/笹野高史/余贵美子,剧情,日本,日语,2021-10-29(中国大陆),130分钟,礼仪师之奏鸣曲(港) / 礼仪师(台) / 送行者-礼仪师的乐章(台) / 为逝者送行的人 / 纳棺师 / Departures / Okuribito,8.9,735319,53.0%,37.7%,8.6%,0.6%,0.2%,入殓师的剧情简介,买了昂贵的大提琴，想要成就一番事业的小林大悟（本木雅弘 饰），经历了4个月的管弦乐演奏，得到的却是“乐团解散”的噩耗与购买乐器的高昂债务。迫不得已，大悟与妻子美香（广末凉子 饰）搬到老屋，过着清贫的日子。某日，一则广告吸引了大悟的注意：NK代理公司，帮助旅行，高薪短工时。大悟来到NK代理公司面试，社长佐佐木生荣（山崎努 饰）二话不说就决定聘用大悟，但却对工作内容避而不谈。在大悟的再三追问下，佐佐木社长终于道明：是入殓（日语Nou Kan）工作！虽然心理上有所忌惮，高额的薪水还是令大悟接受了这份工作。但这样的工作对普通人谈何容易，一方面对遗体的不适，一方面又要对妻友隐瞒自己的工作，小林大悟不平凡的工作就这样开始了。
118,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,2010,米林宏昌,志田未来/神木隆之介/树木希林/三浦友和/大竹忍/竹下景子/藤原龙也,动画/奇幻/冒险,日本,日语,2010-07-17(日本),94分钟,借物少女艾莉缇(台) / 借东西的小矮人亚莉亚蒂(港) / 借东西的阿莉埃蒂 / 借东西的地下小人 / The Borrower Arrietty / The Secret World of Arrietty,8.9,617943,54.4%,37.3%,7.8%,0.4%,0.1%,借东西的小人阿莉埃蒂的剧情简介,虽然患有心脏方面的疾病，但是少年翔（神木隆之介 配音）的父母依然对他疏于呵护。为了准备即将到来的手术，翔来到了位于偏远乡间的姨婆（竹下景子 配音）家静养。姨婆家位于一片幽静的丛林中，这是一幢有着上百年历史的欧式别墅。这里除了生活着姨婆和女佣阿春（树木希林 配音）外，还有一个奇特的三口之家，“借东西一族”——小人阿莉埃蒂（志田未来 配音）和她的爸爸（三浦友和 配音）妈妈（大竹忍 配音），他们生活在别墅的地板下，只有几公分高，过着不为人类察觉的生活。遇到所需的日常用品时，便会在夜深人静之时偷偷潜入厨房借出来。翔无意中瞥见阿莉埃蒂的身影，他有心接近这些传说中的小人，却不知不觉打扰了他们的生活…… 本片根据英国作家玛丽·诺顿的原著《借东西的小人》改编，并荣获2011年日本电影学院奖最佳动画片奖。
119,菊次郎的夏天 菊次郎の夏,1999,北野武,北野武/关口雄介/岸本加世子/吉行和子/细川典江/大家由祐子/磨赤儿/铃木忠幸/井手博士/今村鼠/兼子二郎/田中要次/小岛可奈子,剧情/喜剧,日本,日语,2020-09-25(中国大陆),121分钟,菊次郎之夏 / Kikujirô no natsu / Kikujiro,8.9,664614,54.6%,35.7%,8.7%,0.8%,0.2%,菊次郎的夏天的剧情简介,暑假到来，自幼丧父的小学三年级学生正男（关口雄介饰），如今和奶奶生活在一起，暑假特别无聊。他拿出母亲从外地寄回的信，准备自己一个人去爱知县丰桥市看望母亲。邻居阿姨（岸本加世子饰）发现后，决定帮正男完成心愿。她拿出一笔钱做为旅费，还安排游手好闲的老公菊次郎（北野武饰）陪伴正男一起踏上寻母之途。可是在第一天，菊次郎就把老婆给的钱全部输光，于是两个人只好步行前往爱知。一路搭顺风车，惹了不少麻烦后，菊次郎终于带着正男到了他母亲的家，但小男孩却十分沮丧。归途中，菊次郎努力安慰他，二人过得十分愉快，夏天就这么过去了。
120,剪刀手爱德华 Edward Scissorhands,1990,蒂姆·波顿,约翰尼·德普/薇诺娜·瑞德/黛安·韦斯特/安东尼·迈克尔·豪尔/凯西·贝克/罗伯特·奥利维里/康查塔·费雷尔/卡罗琳·阿隆/迪克·安东尼·威廉姆斯/澳澜·琼斯/文森特·普莱斯/艾伦·阿金/苏珊·布洛马特/琳达·佩里/约翰·戴维森/比夫·耶格尔/玛蒂·格林伯格/布莱恩·拉肯/约翰·麦克马洪/维多利亚·普莱斯,剧情/爱情/奇幻,美国,英语,1990-12-06(美国),105分钟,幻海奇缘(港),8.7,1109188,48.3%,39.8%,10.8%,0.8%,0.2%,剪刀手爱德华的剧情简介,爱德华（约翰尼•戴普 饰）是一个机器人，他拥有人的心智，却有一双剪刀手，孤独地生活在古堡里，闯入古堡的化妆品推销员佩格把他带回家，让他走进了人类的世界。单纯的爱德华爱上了佩格的女儿金（薇诺娜•瑞德 饰），金也慢慢的被爱德华的善良所吸引。但是，一连串的意外事情让周围的人邻居对爱德华的态度从喜欢变成无法接受，爱德华痛苦地发现，他总是好心办坏事，连自己的爱人都不能拥抱，或许，他注定就不属于这个世界。
121,头脑特工队 Inside Out,2015,彼特·道格特,艾米·波勒/菲利丝·史密斯/理查德·坎德/比尔·哈德尔/刘易斯·布莱克/敏迪·卡灵/凯特林·迪亚斯/戴安·琳恩/凯尔·麦克拉克伦/波拉·庞德斯通/鲍比·莫尼汉/保拉·佩尔/大卫·戈尔兹/弗兰克·奥兹/乔什·库雷/弗利/约翰·拉森贝格/卡洛斯·阿拉斯拉奇/皮特·萨加尔/拉什达·琼斯/罗里·艾伦/约翰·齐甘/雪莉·琳恩/拉瑞恩·纽曼/帕丽斯·冯·戴克,喜剧/动画/冒险,美国,英语,2015-10-06(中国大陆),95分钟,玩转脑朋友(港) / 脑筋急转弯(台) / 头脑大作战 / 大脑环游记 / 脑中小小人 / 大脑内外 / 由内而外 / 头脑总动员,8.8,783803,53.8%,35.7%,9.6%,0.7%,0.2%,头脑特工队的剧情简介,可爱的小女孩莱莉（凯特林·迪亚斯 Kaitlyn Dias 配音）出生在明尼苏达州一个平凡的家庭中，从小她在父母的呵护下长大，脑海中保存着无数美好甜蜜的回忆。当然这些记忆还与几个莱莉未曾谋面的伙伴息息相关，他们就是人类的五种主要情绪：乐乐（艾米·波勒 Amy Poehl er 配音）、忧忧（菲利丝·史密斯 Phyllis Smith 配音）、怕怕（比尔·哈德尔 Bill Hader 配音）、厌厌（敏迪·卡灵 Mindy Kaling 配音）和怒怒（刘易斯·布莱克 Lewis Black 配音）。乐乐作为团队的领导，她协同其他伙伴致力于为小主人营造更多美好的珍贵回忆。某天，莱莉随同父母搬到了旧金山，肮脏逼仄的公寓、陌生的校园环境、逐渐失落的友情都让莱莉无所适从，她的负面情绪逐渐累积，内心美好的世界渐次崩塌。为了保护这一切，乐乐只有行动起来……
122,断背山 Brokeback Mountain,2005,李安,希斯·莱杰/杰克·吉伦哈尔/米歇尔·威廉姆斯/安妮·海瑟薇/凯特·玛拉/兰迪·奎德/琳达·卡德里尼/安娜·法瑞丝/格拉汉姆·贝克尔/斯科特·迈克尔·坎贝尔/大卫·哈伯/罗伯塔·马克斯韦尔/皮特·麦克罗比/夏恩·希尔/布鲁克琳·普劳克斯/杰克·丘奇,剧情/爱情/同性/家庭,美国 / 加拿大,英语,2005-09-02(威尼斯电影节),134分钟,断臂山 / BBM,8.8,770767,53.6%,35.6%,9.7%,0.8%,0.4%,断背山的剧情简介,美国怀俄明州的西部，沉默寡言的农夫恩尼斯（希斯•莱杰饰）和热情开朗的牛仔杰克（杰克•吉伦希尔饰)一道被派到山上牧羊，那里人迹罕至，他们只有与羊群为伴，生活单调无味。一个天寒地冻的夜晚，在酒精与荷尔蒙的作用下，他们做了“不该做的事情”，也就此他们在断背山上度过了人生中最美好的时光。季节性放牧结束，迫于世俗压力，杰克和恩尼斯不舍地与对方分离并各自结婚生子。恩尼斯迎娶了自幼相识的阿尔玛，并有了两个可爱的女儿；杰克到了德州，在妻子露琳家族的扶植下事业顺利，还有了个儿子。虽然彼此真心相应，他们只能每年定期约会。一边知情的阿尔玛痛苦无比，而他们又无法满足一年只有几天的团聚。这时意外发生……
123,勇敢的心 Braveheart,1995,梅尔·吉布森,梅尔·吉布森/苏菲·玛索/布莱恩·考克斯/詹姆斯·科兹莫/辛·劳洛/凯瑟琳·麦克马克/安古斯·麦克菲登,剧情/动作/传记/历史/战争,美国,英语 / 法语 / 拉丁语 / 苏格兰盖尔语,1995-05-18(西雅图电影节),178分钟,惊世未了缘(港) / 梅尔吉勃逊之英雄本色(台),8.9,599344,56.4%,34.1%,8.7%,0.7%,0.2%,勇敢的心的剧情简介,威廉•华莱士童年时，其父、苏格兰民族英雄马索•华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔•吉布森）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲•玛索）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。
124,时空恋旅人 About Time,2013,理查德·柯蒂斯,多姆纳尔·格里森/瑞秋·麦克亚当斯/比尔·奈伊/莉迪亚·威尔逊/琳赛·邓肯/理查德·科德里/约书亚·麦圭尔/汤姆·霍兰德尔/玛格特·罗比/威尔·梅瑞克/凡妮莎·柯比/汤姆·休斯/哈利·海顿-佩顿/米切尔·马伦/丽莎·艾科恩/珍妮·莱恩斯福德/菲利普-沃斯/凯瑟琳·斯戴曼/汤姆·斯托顿/安部春香/李·阿斯奎斯-柯/理查德·班克斯/保罗·布莱克维尔/贝恩·科拉科/格拉姆·柯里/罗薇娜·戴蒙德/约翰·达根/迪诺·法赞尼/内芙·加切夫/理查德·E·格兰特/理查德·格雷弗斯/李·尼古拉斯·哈里斯/理查德·赫德曼/李仙湖/马修·C·马蒂诺/马汀·麦格/艾莉克丝·摩尔,喜剧/爱情/奇幻,英国 / 美国,英语,2013-09-04(英国),123分钟,回到最爱的一天(港) / 真爱每一天(台) / 时空旅恋人 / 时空旅的恋人,8.8,775279,52.8%,36.2%,9.9%,0.8%,0.2%,时空恋旅人的剧情简介,Tim（多姆纳尔·格利森 Domhnall Gleeson 饰）21岁了，他的老爸（比尔·奈伊 Bill Nighy 饰）告诉他，他们家族的男人都有时光旅行的超能力，可以回到过去。于是Tim将信就疑地试了一下，回到了夏天，在那里他试图改变和暗恋对象的关系，却发现怎么穿越时空都不能让不爱你的人爱上你。之后Tim来到了伦敦，成为了一个律师。他爱上了一个漂亮的姑娘Mary（瑞秋·麦克亚当斯 Rachel McAdams 饰），他通过几次时空旅行，努力地想成为Mary的男朋友。再后来，他又试图通过时光旅行，去挽回一场失败的话剧，去改善妹妹的生活，去更好地和亲人、朋友相处，度过生命中的每一天。
125,消失的爱人 Gone Girl,2014,大卫·芬奇,本·阿弗莱克/裴淳华/尼尔·帕特里克·哈里斯/凯莉·库恩/泰勒·派瑞/金·迪肯斯/米西·派勒/波伊德·霍布鲁克/艾米丽·拉塔科斯基/雪拉·渥德/派屈克·福吉特/斯科特·麦克纳里/凯西·威尔逊/李·诺里斯,剧情/悬疑/惊悚/犯罪,美国,英语,2014-09-26(纽约电影节),149分钟,失踪的女孩 / 失踪女孩 / 失踪罪(港) / 控制(台),8.7,1057693,47.7%,42.6%,8.9%,0.6%,0.2%,消失的爱人的剧情简介,结婚五周年纪念日的早上，尼克·邓恩（本·阿弗莱克 Ben Affleck 饰）来到妹妹玛戈（凯莉·库恩 Carrie Coon 饰）的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米（罗莎蒙德·派克 Rosamund Pike 饰）以及全然看不见希望的婚姻。当他返回家中时， 却发现客厅留下了暴行的痕迹，而妻子竟不见了踪影。女探员朗达·邦妮（金·迪肯斯 Kim Dickens 饰）接到报案后赶来调查，而现场留下的种种蛛丝马迹似乎昭示着这并非是一件寻常的失踪案，其背后或许隐藏着裂变于夫妻之情的谋杀罪行。艾米的失踪通过媒体大肆渲染和妄加揣测很快闻名全国，品行不端的尼克被推上风口浪尖，至今不见踪影的爱人对他进行无情审判，你侬我侬的甜言蜜语早已化作以血洗血的复仇与折磨……本片根据吉莉安·弗琳（Gillian Flynn）的同名小说改编。
